f_timestamp,f_id,cluster_data
2024-10-23 11:00:39.772,8,[305,1115],[304,1115],[304,1115],[308,1114],[310,1113],[307,1114],[309,1114],[308,1115],[306,1116],[304,1116],[304,1116],[305,1116],[301,1117],[301,1117],[303,1117],[299,1118],[307,1115],[297,1121],[300,1119],[302,1119],[303,1119],[302,1118],[302,1118],[302,1117],[301,1118],[301,1118],[299,1119],[298,1119],[299,1119],[298,1120],[297,1121],[298,1121],[298,1120],[298,1121],[300,1120],[301,1120],[298,1121],[298,1121],[298,1121],[299,1120],[301,1119],[301,1119],[300,1119],[299,1119],[300,1119],[301,1118],[300,1118],[297,1119],[298,1118],[298,1118],[298,1118],[297,1117],[296,1118],[296,1118],[296,1117],[296,1116],[298,1117],[293,1119],[293,1119],[297,1117],[298,1118],[300,1118],[298,1117],[298,1118],[297,1118],[297,1118],[297,1118],[294,1118],[291,1119],[289,1119],[289,1119],[290,1117],[290,1117],[290,1117],[287,1117],[285,1116],[286,1116],[286,1117],[285,1117],[282,1118],[281,1119],[280,1119],[278,1120],[277,1120],[275,1121],[275,1119],[274,1119],[275,1119],[276,1119],[275,1119],[276,1119],[271,1120],[269,1121],[266,1122],[267,1122],[267,1123],[267,1123],[267,1123],[267,1123],[268,1123],[270,1122],[270,1122],[270,1122],[270,1122],[270,1122],[271,1122],[271,1123],[270,1123],[271,1122],[271,1121],[273,1120],[273,1119],[273,1119],[273,1119],[272,1120],[272,1120],[272,1121],[273,1121],[272,1121],[273,1121],[272,1121],[272,1121],[273,1121],[273,1120],[273,1121],[273,1121],[274,1121],[274,1121],[273,1122],[273,1121],[274,1120],[273,1121],[275,1120],[275,1120],[276,1119],[275,1119],[275,1119],[276,1120],[276,1120],[276,1121],[278,1122],[280,1121],[282,1121],[286,1121],[286,1122],[285,1122],[285,1123],[287,1122],[289,1122],[290,1122],[292,1121],[297,1120],[302,1118],[304,1117],[306,1116],[303,1118],[307,1116],[308,1115],[306,1115],[304,1116],[302,1117],[301,1118],[301,1118],[300,1119],[300,1119],[299,1119],[297,1120],[295,1120],[295,1120],[295,1120],[296,1120],[296,1120],[296,1120],[295,1120],[295,1120],[294,1121],[293,1121],[293,1120],[294,1120],[295,1119],[294,1120],[295,1120],[294,1120],[295,1120],[294,1121],[294,1121],[294,1120],[294,1120],[295,1120],[295,1119],[295,1119],[295,1119],[295,1120],[296,1120],[297,1119],[296,1120],[296,1120],[296,1120],[296,1120],[296,1120],[295,1120],[295,1120],[294,1120],[293,1121],[293,1121],[294,1121],[294,1120],[295,1120],[295,1120],[296,1120],[296,1120],[295,1120],[294,1120],[293,1121],[293,1121],[293,1121],[294,1121],[294,1121],[294,1121],[295,1120],[296,1120],[296,1120],[296,1119],[298,1118],[298,1118],[297,1118],[298,1118],[298,1118],[298,1118],[297,1118],[296,1118],[296,1118],[297,1118],[297,1119],[297,1118],[298,1118],[297,1118],[298,1118],[297,1119],[298,1119],[298,1118],[299,1118],[300,1117],[300,1117],[300,1118],[299,1118],[299,1118],[299,1118],[299,1118],[299,1117],[299,1118],[299,1118],[299,1117],[299,1117],[299,1117],[298,1117],[298,1117],[298,1117],[299,1117],[299,1117],[299,1117],[299,1117],[299,1117],[300,1117],[299,1117],[299,1117],[299,1117],[300,1117],[299,1118],[300,1117],[298,1117],[299,1118],[298,1118],[298,1117],[299,1117],[298,1117],[299,1117],[299,1117],[300,1117],[300,1117],[300,1116],[301,1116],[303,1115],[306,1114],[305,1114],[305,1114],[305,1115],[303,1115],[301,1116],[300,1116],[300,1116],[298,1117],[299,1117],[295,1120],[298,1118],[299,1118],[298,1118],[298,1117],[299,1116],[298,1117],[298,1117],[296,1117],[294,1118],[293,1118],[294,1118],[293,1118],[291,1119],[292,1118],[291,1118],[292,1118],[292,1118],[290,1119],[290,1119],[291,1119],[291,1119],[291,1119],[293,1118],[292,1119],[291,1120],[290,1121],[290,1121],[290,1121],[291,1120],[291,1120],[291,1120],[294,1118],[294,1118],[296,1118],[296,1118],[295,1119],[297,1118],[297,1119],[300,1117],[299,1118],[300,1117],[299,1117],[299,1118],[300,1118],[302,1117],[301,1118],[301,1118],[303,1118],[302,1116],[301,1116],[300,1117],[300,1117],[300,1118],[300,1117],[298,1118],[298,1117],[299,1117],[299,1117],[300,1116],[299,1116],[299,1117],[299,1117],[300,1117],[300,1117],[301,1117],[299,1117],[299,1117],[299,1117],[299,1119],[300,1118],[302,1117],[301,1117],[301,1116],[301,1116],[301,1116],[301,1116],[301,1116],[299,1116],[297,1116],[296,1116],[294,1117],[292,1119],[296,1118],[296,1115],[293,1117],[297,1114],[298,1113],[291,1115],[289,1115],[288,1115],[286,1115],[285,1114],[283,1114],[280,1114],[281,1113],[281,1113],[281,1113],[282,1112],[281,1113],[280,1113],[280,1113],[282,1112],[283,1111],[282,1109],[283,1110],[284,1111],[287,1112],[287,1112],[286,1111],[287,1111],[288,1111],[290,1112],[292,1113],[294,1114],[294,1115],[293,1116],[293,1118],[294,1117],[294,1118],[294,1118],[298,1118],[301,1117],[301,1117],[305,1115],[303,1117],[301,1118],[302,1118],[306,1116],[303,1118],[306,1117],[307,1116],[309,1114],[309,1114],[307,1112],[306,1113],[309,1111],[306,1112],[306,1111],[306,1109],[306,1108],[306,1107],[303,1108],[300,1109],[300,1110],[300,1109],[301,1108],[305,1105],[284,1107],[284,1107],[283,1107],[284,1107],[284,1107],[285,1107],[285,1107],[284,1107],[284,1106],[284,1106],[311,1107],[310,1107],[311,1105],[308,1106],[314,1104],[312,1106],[309,1108],[309,1107],[304,1110],[314,1105],[315,1104],[317,1102],[274,1127],[270,1127],[268,1127],[266,1127],[263,1127],[266,1125],[266,1124],[264,1123],[261,1123],[259,1123],[313,1112],[311,1111],[305,1110],[300,1109],[297,1109],[296,1109],[293,1109],[291,1109],[291,1109],[288,1110],[285,1110],[278,1112],[274,1112],[275,1112],[274,1112],[265,1126],[275,1109],[282,1111],[290,1112],[297,1110],[303,1106],[307,1105],[311,1104],[312,1102]
2024-10-23 11:01:19.758,2258,[1137,729],[1138,729],[1142,727],[1145,727],[1149,726]
2024-10-23 11:01:16.450,1981,[1165,677]
